,YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION(Megawatthours),GENERATION(TWh)
59297,2022,NM,Total Electric Power Industry,Solar Thermal and Photovoltaic,1980805.0,1.980805
59298,2022,NM,Total Electric Power Industry,Other Biomass,17072.0,0.017072
59299,2022,NM,Total Electric Power Industry,Wind,14434551.0,14.434551
59324,2022,NV,Total Electric Power Industry,Total,42591838.0,42.591838
59325,2022,NV,Total Electric Power Industry,Coal,2735262.0,2.735262
59326,2022,NV,Total Electric Power Industry,Geothermal,3917131.0,3.917131
59327,2022,NV,Total Electric Power Industry,Hydroelectric Conventional,1685783.0,1.685783
59328,2022,NV,Total Electric Power Industry,Natural Gas,24844422.0,24.844422
59329,2022,NV,Total Electric Power Industry,Other Gases,0.0,0.0
59330,2022,NV,Total Electric Power Industry,Other,6097.0,0.006097
59331,2022,NV,Total Electric Power Industry,Petroleum,9106.0,0.009106
59332,2022,NV,Total Electric Power Industry,Solar Thermal and Photovoltaic,9029593.0,9.029593
59333,2022,NV,Total Electric Power Industry,Other Biomass,48893.0,0.048893
59334,2022,NV,Total Electric Power Industry,Wind,315551.0,0.315551
59362,2022,NY,Total Electric Power Industry,Total,125185363.0,125.185363
59363,2022,NY,Total Electric Power Industry,Coal,0.0,0.0
59364,2022,NY,Total Electric Power Industry,Pumped Storage,-450703.0,-0.450703
59365,2022,NY,Total Electric Power Industry,Hydroelectric Conventional,27431531.0,27.431531
59366,2022,NY,Total Electric Power Industry,Natural Gas,60312012.0,60.312012
59367,2022,NY,Total Electric Power Industry,Nuclear,26812164.0,26.812164
59368,2022,NY,Total Electric Power Industry,Other Gases,0.0,0.0
59369,2022,NY,Total Electric Power Industry,Other,990680.0,0.99068
59370,2022,NY,Total Electric Power Industry,Petroleum,1856796.0,1.856796
59371,2022,NY,Total Electric Power Industry,Solar Thermal and Photovoltaic,1785243.0,1.785243
59372,2022,NY,Total Electric Power Industry,Other Biomass,1456974.0,1.456974
59373,2022,NY,Total Electric Power Industry,Wind,4567508.0,4.567508
59374,2022,NY,Total Electric Power Industry,Wood and Wood Derived Fuels,423160.0,0.42316
59418,2022,OH,Total Electric Power Industry,Total,135810459.0,135.810459
59419,2022,OH,Total Electric Power Industry,Coal,42992712.0,42.992712
59420,2022,OH,Total Electric Power Industry,Hydroelectric Conventional,506973.0,0.506973
59421,2022,OH,Total Electric Power Industry,Natural Gas,68864952.0,68.864952
59422,2022,OH,Total Electric Power Industry,Nuclear,16826787.0,16.826787
59423,2022,OH,Total Electric Power Industry,Other Gases,738294.0,0.738294
59424,2022,OH,Total Electric Power Industry,Other,2991.0,0.002991
59425,2022,OH,Total Electric Power Industry,Petroleum,1272605.0,1.272605
59426,2022,OH,Total Electric Power Industry,Solar Thermal and Photovoltaic,920987.0,0.920987
59427,2022,OH,Total Electric Power Industry,Other Biomass,308522.0,0.308522
59428,2022,OH,Total Electric Power Industry,Wind,3154007.0,3.154007
59429,2022,OH,Total Electric Power Industry,Wood and Wood Derived Fuels,221630.0,0.22163
59473,2022,OK,Total Electric Power Industry,Total,84634922.0,84.634922
59474,2022,OK,Total Electric Power Industry,Coal,8954031.0,8.954031
59475,2022,OK,Total Electric Power Industry,Pumped Storage,-90420.0,-0.09042
59476,2022,OK,Total Electric Power Industry,Hydroelectric Conventional,1769519.0,1.769519
59477,2022,OK,Total Electric Power Industry,Natural Gas,36022921.0,36.022921
59478,2022,OK,Total Electric Power Industry,Other,4328.0,0.004328
59479,2022,OK,Total Electric Power Industry,Petroleum,28580.0,0.02858
59480,2022,OK,Total Electric Power Industry,Solar Thermal and Photovoltaic,81415.0,0.081415
59481,2022,OK,Total Electric Power Industry,Other Biomass,74664.0,0.074664
59482,2022,OK,Total Electric Power Industry,Wind,37552755.0,37.552755
59483,2022,OK,Total Electric Power Industry,Wood and Wood Derived Fuels,237129.0,0.237129
59511,2022,OR,Total Electric Power Industry,Total,61317617.0,61.317617
59512,2022,OR,Total Electric Power Industry,Geothermal,178846.0,0.178846
59513,2022,OR,Total Electric Power Industry,Hydroelectric Conventional,31304316.0,31.304316
59514,2022,OR,Total Electric Power Industry,Natural Gas,19054760.0,19.05476
59515,2022,OR,Total Electric Power Industry,Other,35472.0,0.035472
59516,2022,OR,Total Electric Power Industry,Petroleum,1668.0,0.001668
59517,2022,OR,Total Electric Power Industry,Solar Thermal and Photovoltaic,1608401.0,1.608401
59518,2022,OR,Total Electric Power Industry,Other Biomass,299535.0,0.299535
59519,2022,OR,Total Electric Power Industry,Wind,8149188.0,8.149188
59520,2022,OR,Total Electric Power Industry,Wood and Wood Derived Fuels,685431.0,0.685431
59551,2022,PA,Total Electric Power Industry,Total,239261130.0,239.26113
59552,2022,PA,Total Electric Power Industry,Coal,23929783.0,23.929783
59553,2022,PA,Total Electric Power Industry,Pumped Storage,-741814.0,-0.741814
59554,2022,PA,Total Electric Power Industry,Hydroelectric Conventional,2652683.0,2.652683
59555,2022,PA,Total Electric Power Industry,Natural Gas,130163549.0,130.163549
59556,2022,PA,Total Electric Power Industry,Nuclear,76166017.0,76.166017
59557,2022,PA,Total Electric Power Industry,Other Gases,532586.0,0.532586
59558,2022,PA,Total Electric Power Industry,Other,843018.0,0.843018
59559,2022,PA,Total Electric Power Industry,Petroleum,312667.0,0.312667
59560,2022,PA,Total Electric Power Industry,Solar Thermal and Photovoltaic,237442.0,0.237442
59561,2022,PA,Total Electric Power Industry,Other Biomass,1254633.0,1.254633
59562,2022,PA,Total Electric Power Industry,Wind,3572245.0,3.572245
59563,2022,PA,Total Electric Power Industry,Wood and Wood Derived Fuels,338321.0,0.338321
59604,2022,RI,Total Electric Power Industry,Total,7819451.0,7.819451
59605,2022,RI,Total Electric Power Industry,Coal,0.0,0.0
59606,2022,RI,Total Electric Power Industry,Hydroelectric Conventional,7375.0,0.007375
59607,2022,RI,Total Electric Power Industry,Natural Gas,6963771.0,6.963771
59608,2022,RI,Total Electric Power Industry,Other,-1147.0,-0.001147
59609,2022,RI,Total Electric Power Industry,Petroleum,60051.0,0.060051
59610,2022,RI,Total Electric Power Industry,Solar Thermal and Photovoltaic,361613.0,0.361613
59611,2022,RI,Total Electric Power Industry,Other Biomass,218450.0,0.21845
59612,2022,RI,Total Electric Power Industry,Wind,209338.0,0.209338
59631,2022,SC,Total Electric Power Industry,Total,98709501.0,98.709501
59632,2022,SC,Total Electric Power Industry,Coal,14243462.0,14.243462
59633,2022,SC,Total Electric Power Industry,Pumped Storage,-870301.0,-0.870301
59634,2022,SC,Total Electric Power Industry,Hydroelectric Conventional,2180514.0,2.180514
59635,2022,SC,Total Electric Power Industry,Natural Gas,24143895.0,24.143895
59636,2022,SC,Total Electric Power Industry,Nuclear,54369751.0,54.369751
59637,2022,SC,Total Electric Power Industry,Other,41926.0,0.041926
59638,2022,SC,Total Electric Power Industry,Petroleum,186679.0,0.186679
59639,2022,SC,Total Electric Power Industry,Solar Thermal and Photovoltaic,2421548.0,2.421548
59640,2022,SC,Total Electric Power Industry,Other Biomass,91385.0,0.091385
59641,2022,SC,Total Electric Power Industry,Wood and Wood Derived Fuels,1900642.0,1.900642
59678,2022,SD,Total Electric Power Industry,Total,17900462.0,17.900462
59679,2022,SD,Total Electric Power Industry,Coal,1874802.0,1.874802
59680,2022,SD,Total Electric Power Industry,Hydroelectric Conventional,4258536.0,4.258536
59681,2022,SD,Total Electric Power Industry,Natural Gas,1424338.0,1.424338
59682,2022,SD,Total Electric Power Industry,Other Gases,0.0,0.0
59683,2022,SD,Total Electric Power Industry,Other,0.0,0.0
59684,2022,SD,Total Electric Power Industry,Petroleum,16849.0,0.016849
59685,2022,SD,Total Electric Power Industry,Solar Thermal and Photovoltaic,2071.0,0.002071
59686,2022,SD,Total Electric Power Industry,Other Biomass,5083.0,0.005083
59687,2022,SD,Total Electric Power Industry,Wind,10295113.0,10.295113
59688,2022,SD,Total Electric Power Industry,Wood and Wood Derived Fuels,23670.0,0.02367
59709,2022,TN,Total Electric Power Industry,Total,78036045.0,78.036045
59710,2022,TN,Total Electric Power Industry,Coal,15885540.0,15.88554
59711,2022,TN,Total Electric Power Industry,Pumped Storage,-491319.0,-0.491319
59712,2022,TN,Total Electric Power Industry,Hydroelectric Conventional,9198077.0,9.198077
59713,2022,TN,Total Electric Power Industry,Natural Gas,16520812.0,16.520812
59714,2022,TN,Total Electric Power Industry,Nuclear,35635400.0,35.6354
59715,2022,TN,Total Electric Power Industry,Other Gases,11481.0,0.011481
59716,2022,TN,Total Electric Power Industry,Other,3623.0,0.003623
59717,2022,TN,Total Electric Power Industry,Petroleum,146614.0,0.146614
59718,2022,TN,Total Electric Power Industry,Solar Thermal and Photovoltaic,676977.0,0.676977
59719,2022,TN,Total Electric Power Industry,Other Biomass,79242.0,0.079242
59720,2022,TN,Total Electric Power Industry,Wind,14865.0,0.014865
59721,2022,TN,Total Electric Power Industry,Wood and Wood Derived Fuels,354733.0,0.354733
59753,2022,TX,Total Electric Power Industry,Total,525562940.0,525.56294
59754,2022,TX,Total Electric Power Industry,Coal,85336953.0,85.336953
59755,2022,TX,Total Electric Power Industry,Hydroelectric Conventional,620183.0,0.620183
59756,2022,TX,Total Electric Power Industry,Natural Gas,256139770.0,256.13977
59757,2022,TX,Total Electric Power Industry,Nuclear,41606955.0,41.606955
59758,2022,TX,Total Electric Power Industry,Other Gases,2430175.0,2.430175
59759,2022,TX,Total Electric Power Industry,Other,353247.0,0.353247
59760,2022,TX,Total Electric Power Industry,Petroleum,373506.0,0.373506
59761,2022,TX,Total Electric Power Industry,Solar Thermal and Photovoltaic,22442378.0,22.442378
59762,2022,TX,Total Electric Power Industry,Other Biomass,321919.0,0.321919
59763,2022,TX,Total Electric Power Industry,Wind,114786903.0,114.786903
59764,2022,TX,Total Electric Power Industry,Wood and Wood Derived Fuels,1150952.0,1.150952
59805,2022,US-Total,Total Electric Power Industry,Total,4230672233.0,4230.672233
59806,2022,US-Total,Total Electric Power Industry,Coal,831511612.0,831.511612
59807,2022,US-Total,Total Electric Power Industry,Geothermal,16086929.0,16.086929
59808,2022,US-Total,Total Electric Power Industry,Pumped Storage,-6027858.0,-6.027858
59809,2022,US-Total,Total Electric Power Industry,Hydroelectric Conventional,254788667.0,254.788667
59810,2022,US-Total,Total Electric Power Industry,Natural Gas,1687066716.0,1687.066716
59811,2022,US-Total,Total Electric Power Industry,Nuclear,771537176.0,771.537176
59812,2022,US-Total,Total Electric Power Industry,Other Gases,11722290.0,11.72229
59813,2022,US-Total,Total Electric Power Industry,Other,11114220.0,11.11422
59814,2022,US-Total,Total Electric Power Industry,Petroleum,22931242.0,22.931242
59815,2022,US-Total,Total Electric Power Industry,Solar Thermal and Photovoltaic,143796904.0,143.796904
59816,2022,US-Total,Total Electric Power Industry,Other Biomass,16383408.0,16.383408
59817,2022,US-Total,Total Electric Power Industry,Wind,434297358.0,434.297358
59818,2022,US-Total,Total Electric Power Industry,Wood and Wood Derived Fuels,35463567.0,35.463567
59879,2022,UT,Total Electric Power Industry,Total,39386043.0,39.386043
59880,2022,UT,Total Electric Power Industry,Coal,22390218.0,22.390218
59881,2022,UT,Total Electric Power Industry,Geothermal,463130.0,0.46313
59882,2022,UT,Total Electric Power Industry,Hydroelectric Conventional,595358.0,0.595358
59883,2022,UT,Total Electric Power Industry,Natural Gas,11107087.0,11.107087
59884,2022,UT,Total Electric Power Industry,Other Gases,3024.0,0.003024
59885,2022,UT,Total Electric Power Industry,Other,145667.0,0.145667
59886,2022,UT,Total Electric Power Industry,Petroleum,31039.0,0.031039
59887,2022,UT,Total Electric Power Industry,Solar Thermal and Photovoltaic,3853259.0,3.853259
59888,2022,UT,Total Electric Power Industry,Other Biomass,73821.0,0.073821
59889,2022,UT,Total Electric Power Industry,Wind,723439.0,0.723439
59919,2022,VA,Total Electric Power Industry,Total,89477325.0,89.477325
59920,2022,VA,Total Electric Power Industry,Coal,3346073.0,3.346073
59921,2022,VA,Total Electric Power Industry,Pumped Storage,-1501756.0,-1.501756
59922,2022,VA,Total Electric Power Industry,Hydroelectric Conventional,1137050.0,1.13705
59923,2022,VA,Total Electric Power Industry,Natural Gas,48801987.0,48.801987
59924,2022,VA,Total Electric Power Industry,Nuclear,28197337.0,28.197337
59925,2022,VA,Total Electric Power Industry,Other,522849.0,0.522849
59926,2022,VA,Total Electric Power Industry,Petroleum,651867.0,0.651867
59927,2022,VA,Total Electric Power Industry,Solar Thermal and Photovoltaic,4625769.0,4.625769
59928,2022,VA,Total Electric Power Industry,Other Biomass,947509.0,0.947509
59929,2022,VA,Total Electric Power Industry,Wind,50852.0,0.050852
59930,2022,VA,Total Electric Power Industry,Wood and Wood Derived Fuels,2697788.0,2.697788
59969,2022,VT,Total Electric Power Industry,Total,2183829.0,2.183829
59970,2022,VT,Total Electric Power Industry,Hydroelectric Conventional,1140686.0,1.140686
59971,2022,VT,Total Electric Power Industry,Natural Gas,1499.0,0.001499
59972,2022,VT,Total Electric Power Industry,Other,2867.0,0.002867
59973,2022,VT,Total Electric Power Industry,Petroleum,5265.0,0.005265
59974,2022,VT,Total Electric Power Industry,Solar Thermal and Photovoltaic,202125.0,0.202125
59975,2022,VT,Total Electric Power Industry,Other Biomass,54986.0,0.054986
59976,2022,VT,Total Electric Power Industry,Wind,409185.0,0.409185
59977,2022,VT,Total Electric Power Industry,Wood and Wood Derived Fuels,367216.0,0.367216
59998,2022,WA,Total Electric Power Industry,Total,116690498.0,116.690498
59999,2022,WA,Total Electric Power Industry,Coal,3565972.0,3.565972
60000,2022,WA,Total Electric Power Industry,Pumped Storage,10152.0,0.010152
60001,2022,WA,Total Electric Power Industry,Hydroelectric Conventional,78916435.0,78.916435
60002,2022,WA,Total Electric Power Industry,Natural Gas,14532322.0,14.532322
60003,2022,WA,Total Electric Power Industry,Nuclear,9851535.0,9.851535
60004,2022,WA,Total Electric Power Industry,Other Gases,255295.0,0.255295
60005,2022,WA,Total Electric Power Industry,Other,58034.0,0.058034
60006,2022,WA,Total Electric Power Industry,Petroleum,43723.0,0.043723
60007,2022,WA,Total Electric Power Industry,Solar Thermal and Photovoltaic,83298.0,0.083298
60008,2022,WA,Total Electric Power Industry,Other Biomass,97971.0,0.097971
60009,2022,WA,Total Electric Power Industry,Wind,8060912.0,8.060912
60010,2022,WA,Total Electric Power Industry,Wood and Wood Derived Fuels,1214849.0,1.214849
60042,2022,WI,Total Electric Power Industry,Total,61244310.0,61.24431
60043,2022,WI,Total Electric Power Industry,Coal,21922948.0,21.922948
60044,2022,WI,Total Electric Power Industry,Hydroelectric Conventional,1990975.0,1.990975
60045,2022,WI,Total Electric Power Industry,Natural Gas,23276428.0,23.276428
60046,2022,WI,Total Electric Power Industry,Nuclear,10077018.0,10.077018
60047,2022,WI,Total Electric Power Industry,Other,22215.0,0.022215
60048,2022,WI,Total Electric Power Industry,Petroleum,175115.0,0.175115
60049,2022,WI,Total Electric Power Industry,Solar Thermal and Photovoltaic,810124.0,0.810124
60050,2022,WI,Total Electric Power Industry,Other Biomass,383226.0,0.383226
60051,2022,WI,Total Electric Power Industry,Wind,1815722.0,1.815722
60052,2022,WI,Total Electric Power Industry,Wood and Wood Derived Fuels,770538.0,0.770538
60092,2022,WV,Total Electric Power Industry,Total,56665360.0,56.66536
60093,2022,WV,Total Electric Power Industry,Coal,50717502.0,50.717502
60094,2022,WV,Total Electric Power Industry,Hydroelectric Conventional,1647262.0,1.647262
60095,2022,WV,Total Electric Power Industry,Natural Gas,2110475.0,2.110475
60096,2022,WV,Total Electric Power Industry,Other Gases,35002.0,0.035002
60097,2022,WV,Total Electric Power Industry,Other,-12343.0,-0.012343
60098,2022,WV,Total Electric Power Industry,Petroleum,150365.0,0.150365
60099,2022,WV,Total Electric Power Industry,Other Biomass,10202.0,0.010202
60100,2022,WV,Total Electric Power Industry,Wind,2006895.0,2.006895
60118,2022,WY,Total Electric Power Industry,Total,46347492.0,46.347492
60119,2022,WY,Total Electric Power Industry,Coal,33517896.0,33.517896
60120,2022,WY,Total Electric Power Industry,Hydroelectric Conventional,744746.0,0.744746
60121,2022,WY,Total Electric Power Industry,Natural Gas,1661254.0,1.661254
60122,2022,WY,Total Electric Power Industry,Other Gases,328622.0,0.328622
60123,2022,WY,Total Electric Power Industry,Other,75894.0,0.075894
60124,2022,WY,Total Electric Power Industry,Petroleum,53030.0,0.05303
60125,2022,WY,Total Electric Power Industry,Solar Thermal and Photovoltaic,185909.0,0.185909
60126,2022,WY,Total Electric Power Industry,Wind,9780141.0,9.780141
